state,climate_zone,activity_type,land_size_hectares,project_age_years,avg_rainfall_mm,forest_cover_pct,soil_organic_carbon,estimated_carbon_credits_tco2e
Manipur,Subtropical,Afforestation,39.78,6,1500,74.3,Medium,220.13
West Bengal,Humid Subtropical,Regenerative Agriculture,248.63,7,1750,18.9,Medium,552.21
Gujarat,Arid,Regenerative Agriculture,99.06,10,800,7.6,Low,46.51
Goa,Tropical Wet,Afforestation,316.26,5,2900,60.0,High,3661.49
Haryana,Humid Subtropical,Reforestation,129.21,7,600,3.6,Low,422.54
Rajasthan,Arid,Regenerative Agriculture,263.8,4,500,4.8,Very Low,63.68
Arunachal Pradesh,Subtropical,Regenerative Agriculture,32.41,8,2800,79.3,High,142.78
Arunachal Pradesh,Subtropical,Regenerative Agriculture,170.78,2,2800,79.3,High,450.32
Nagaland,Tropical Wet,Afforestation,230.17,7,2000,73.9,High,2436.77
Tamil Nadu,Tropical Dry,Afforestation,412.3,10,1000,17.4,Medium,1638.09
Uttar Pradesh,Humid Subtropical,Regenerative Agriculture,278.83,3,1000,6.1,Medium,266.32
Himachal Pradesh,Subtropical,Reforestation,50.9,8,1600,27.1,Medium,454.42
Punjab,Humid Subtropical,Regenerative Agriculture,89.21,1,700,3.6,Medium,49.47
Nagaland,Tropical Wet,Reforestation,56.89,2,2000,73.9,High,559.88
Madhya Pradesh,Humid Subtropical,Afforestation,334.09,10,1200,25.1,Medium,1829.55
Jharkhand,Humid Subtropical,Regenerative Agriculture,236.46,1,1300,29.6,Medium,218.88
Bihar,Humid Subtropical,Reforestation,55.51,8,1100,7.7,Medium,316.17
Karnataka,Tropical Dry,Reforestation,161.43,6,1300,20.1,Medium,846.4
West Bengal,Humid Subtropical,Regenerative Agriculture,217.02,4,1750,18.9,Medium,363.99
Kerala,Tropical Wet,Reforestation,111.67,8,3000,52.3,High,2415.82
Telangana,Tropical Dry,Reforestation,235.51,9,950,24.0,Low,859.12
Kerala,Tropical Wet,Afforestation,467.14,8,3000,52.3,High,6802.37
Tripura,Tropical Wet,Reforestation,28.55,1,2200,73.7,Medium,230.8
Tamil Nadu,Tropical Dry,Regenerative Agriculture,8.12,9,1000,17.4,Medium,10.67
Gujarat,Arid,Reforestation,342.3,2,800,7.6,Low,321.35
Uttar Pradesh,Humid Subtropical,Afforestation,412.41,3,1000,6.1,Medium,1223.61
Uttar Pradesh,Humid Subtropical,Afforestation,458.93,9,1000,6.1,Medium,2192.57
Uttarakhand,Subtropical,Reforestation,275.48,9,1800,45.4,High,3776.44
Assam,Tropical Wet,Reforestation,217.27,5,2700,34.2,Medium,3210.43
Sikkim,Subtropical,Reforestation,346.66,7,2700,47.3,High,5899.82
Maharashtra,Tropical Dry,Reforestation,263.37,3,1100,16.5,Medium,876.22
Sikkim,Subtropical,Afforestation,426.31,4,2700,47.3,High,3906.36
Tripura,Tropical Wet,Reforestation,294.71,3,2200,73.7,Medium,2834.45
Andhra Pradesh,Tropical Dry,Afforestation,363.2,10,900,23.0,Low,1108.16
Chhattisgarh,Humid Subtropical,Regenerative Agriculture,5.52,3,1400,41.1,Medium,6.93
Nagaland,Tropical Wet,Afforestation,92.24,6,2000,73.9,High,861.85
Goa,Tropical Wet,Regenerative Agriculture,48.48,4,2900,60.0,High,188.03
Mizoram,Tropical Wet,Reforestation,252.23,9,2500,84.5,High,5545.04
Uttarakhand,Subtropical,Regenerative Agriculture,282.07,4,1800,45.4,High,661.33
Madhya Pradesh,Humid Subtropical,Afforestation,416.71,6,1200,25.1,Medium,1700.59
Meghalaya,Tropical Wet,Reforestation,244.64,6,2800,76.3,High,4356.3
Madhya Pradesh,Humid Subtropical,Reforestation,28.97,6,1200,25.1,Medium,147.57
Manipur,Subtropical,Regenerative Agriculture,95.46,3,1500,74.3,Medium,144.97
Maharashtra,Tropical Dry,Afforestation,417.46,7,1100,16.5,Medium,1529.01
Sikkim,Subtropical,Reforestation,179.38,10,2700,47.3,High,3804.95
Jharkhand,Humid Subtropical,Reforestation,81.39,6,1300,29.6,Medium,466.78
Meghalaya,Tropical Wet,Regenerative Agriculture,233.41,7,2800,76.3,High,1070.97
Punjab,Humid Subtropical,Regenerative Agriculture,60.47,2,700,3.6,Medium,38.26
Manipur,Subtropical,Regenerative Agriculture,97.21,2,1500,74.3,Medium,125.97
Manipur,Subtropical,Reforestation,276.89,7,1500,74.3,Medium,2197.36
Bihar,Humid Subtropical,Regenerative Agriculture,70.58,3,1100,7.7,Medium,67.34
Arunachal Pradesh,Subtropical,Afforestation,171.92,8,2800,79.3,High,2131.09
Madhya Pradesh,Humid Subtropical,Afforestation,182.72,7,1200,25.1,Medium,775.27
Uttarakhand,Subtropical,Reforestation,124.35,4,1800,45.4,High,1129.46
Goa,Tropical Wet,Afforestation,397.35,2,2900,60.0,High,3406.13
Rajasthan,Arid,Regenerative Agriculture,287.48,1,500,4.8,Very Low,51.15
Mizoram,Tropical Wet,Afforestation,440.31,10,2500,84.5,High,7025.93
Sikkim,Subtropical,Regenerative Agriculture,28.7,3,2700,47.3,High,81.31
Punjab,Humid Subtropical,Regenerative Agriculture,5.59,4,700,3.6,Medium,4.2
Punjab,Humid Subtropical,Afforestation,105.33,2,700,3.6,Medium,219.5
Maharashtra,Tropical Dry,Reforestation,231.31,10,1100,16.5,Medium,1390.61
Himachal Pradesh,Subtropical,Reforestation,50.06,8,1600,27.1,Medium,448.23
Rajasthan,Arid,Regenerative Agriculture,212.37,1,500,4.8,Very Low,39.1
Punjab,Humid Subtropical,Reforestation,170.63,2,700,3.6,Medium,424.17
Arunachal Pradesh,Subtropical,Reforestation,45.39,9,2800,79.3,High,872.37
Meghalaya,Tropical Wet,Reforestation,112.99,7,2800,76.3,High,2151.76
Mizoram,Tropical Wet,Regenerative Agriculture,266.21,7,2500,84.5,High,1243.41
Gujarat,Arid,Regenerative Agriculture,154.53,5,800,7.6,Low,49.6
Meghalaya,Tropical Wet,Afforestation,485.01,2,2800,76.3,High,4382.04
Assam,Tropical Wet,Reforestation,163.91,7,2700,34.2,Medium,2819.62
Himachal Pradesh,Subtropical,Regenerative Agriculture,91.24,1,1600,27.1,Medium,114.08
Uttar Pradesh,Humid Subtropical,Regenerative Agriculture,178.03,2,1000,6.1,Medium,136.99
Tripura,Tropical Wet,Regenerative Agriculture,125.56,7,2200,73.7,Medium,440.05
Karnataka,Tropical Dry,Reforestation,153.75,7,1300,20.1,Medium,850.17
Uttar Pradesh,Humid Subtropical,Reforestation,202.41,4,1000,6.1,Medium,765.35
Maharashtra,Tropical Dry,Reforestation,251.88,2,1100,16.5,Medium,735.04
Arunachal Pradesh,Subtropical,Reforestation,355.02,5,2800,79.3,High,4894.01
Punjab,Humid Subtropical,Reforestation,246.6,1,700,3.6,Medium,530.51
Arunachal Pradesh,Subtropical,Afforestation,278.22,10,2800,79.3,High,4068.31
Tripura,Tropical Wet,Reforestation,314.2,7,2200,73.7,Medium,4358.8
Goa,Tropical Wet,Afforestation,365.4,9,2900,60.0,High,5561.51
Bihar,Humid Subtropical,Regenerative Agriculture,47.79,5,1100,7.7,Medium,57.12
Goa,Tropical Wet,Reforestation,324.63,6,2900,60.0,High,5923.31
Andhra Pradesh,Tropical Dry,Reforestation,204.01,4,900,23.0,Low,557.27
Punjab,Humid Subtropical,Afforestation,453.52,6,700,3.6,Medium,1365.27
Manipur,Subtropical,Reforestation,21.76,9,1500,74.3,Medium,216.12
Madhya Pradesh,Humid Subtropical,Regenerative Agriculture,209.84,1,1200,25.1,Medium,182.93
Karnataka,Tropical Dry,Afforestation,288.28,6,1300,20.1,Medium,1195.79
Himachal Pradesh,Subtropical,Reforestation,315.7,4,1600,27.1,Medium,1901.23
Meghalaya,Tropical Wet,Afforestation,240.0,6,2800,76.3,High,3220.35
Chhattisgarh,Humid Subtropical,Afforestation,121.63,1,1400,41.1,Medium,323.96
Sikkim,Subtropical,Regenerative Agriculture,27.19,2,2700,47.3,High,70.69
Sikkim,Subtropical,Reforestation,297.07,1,2700,47.3,High,2778.61
Chhattisgarh,Humid Subtropical,Regenerative Agriculture,251.5,2,1400,41.1,Medium,273.07
Goa,Tropical Wet,Afforestation,185.99,6,2900,60.0,High,2304.32
Punjab,Humid Subtropical,Reforestation,35.39,9,700,3.6,Medium,151.83
Tamil Nadu,Tropical Dry,Reforestation,149.83,1,1000,17.4,Medium,368.85
Tripura,Tropical Wet,Afforestation,125.23,9,2200,73.7,Medium,1423.61
West Bengal,Humid Subtropical,Reforestation,29.88,4,1750,18.9,Medium,190.72
Bihar,Humid Subtropical,Afforestation,196.0,3,1100,7.7,Medium,658.71
Maharashtra,Tropical Dry,Reforestation,244.11,7,1100,16.5,Medium,1221.1
Manipur,Subtropical,Reforestation,273.63,3,1500,74.3,Medium,1624.52
Jharkhand,Humid Subtropical,Reforestation,251.52,8,1300,29.6,Medium,1611.65
West Bengal,Humid Subtropical,Regenerative Agriculture,27.59,6,1750,18.9,Medium,55.74
Manipur,Subtropical,Afforestation,204.4,4,1500,74.3,Medium,952.8
Gujarat,Arid,Regenerative Agriculture,153.85,2,800,7.6,Low,38.79
Karnataka,Tropical Dry,Afforestation,495.06,2,1300,20.1,Medium,1350.25
Sikkim,Subtropical,Regenerative Agriculture,259.46,4,2700,47.3,High,873.79
Nagaland,Tropical Wet,Regenerative Agriculture,225.42,3,2000,73.9,High,590.44
Odisha,Humid Subtropical,Reforestation,199.62,7,1500,33.2,Medium,1594.44
Odisha,Humid Subtropical,Reforestation,315.62,4,1500,33.2,Medium,1797.19
Odisha,Humid Subtropical,Afforestation,13.19,4,1500,33.2,Medium,53.46
Kerala,Tropical Wet,Regenerative Agriculture,34.17,7,3000,52.3,High,167.73
Jharkhand,Humid Subtropical,Afforestation,41.8,10,1300,29.6,Medium,239.62
Haryana,Humid Subtropical,Regenerative Agriculture,72.85,9,600,3.6,Low,71.58
Maharashtra,Tropical Dry,Regenerative Agriculture,129.45,6,1100,16.5,Medium,148.1
Himachal Pradesh,Subtropical,Regenerative Agriculture,295.14,6,1600,27.1,Medium,590.5
Gujarat,Arid,Afforestation,265.71,3,800,7.6,Low,248.97
Maharashtra,Tropical Dry,Regenerative Agriculture,96.82,4,1100,16.5,Medium,98.83
Meghalaya,Tropical Wet,Afforestation,438.17,6,2800,76.3,High,5441.07
Goa,Tropical Wet,Reforestation,349.12,3,2900,60.0,High,4756.37
Kerala,Tropical Wet,Afforestation,53.43,6,3000,52.3,High,641.02
Uttar Pradesh,Humid Subtropical,Reforestation,18.06,7,1000,6.1,Medium,88.6
Kerala,Tropical Wet,Reforestation,259.44,3,3000,52.3,High,3587.12
Rajasthan,Arid,Afforestation,144.27,10,500,4.8,Very Low,183.11
Tripura,Tropical Wet,Reforestation,239.13,8,2200,73.7,Medium,3796.76
Uttarakhand,Subtropical,Afforestation,60.06,8,1800,45.4,High,513.81
Mizoram,Tropical Wet,Reforestation,249.93,2,2500,84.5,High,3005.63
Mizoram,Tropical Wet,Regenerative Agriculture,164.63,1,2500,84.5,High,422.87
Gujarat,Arid,Reforestation,33.49,4,800,7.6,Low,37.09
Goa,Tropical Wet,Regenerative Agriculture,59.63,10,2900,60.0,High,355.8
West Bengal,Humid Subtropical,Afforestation,454.34,9,1750,18.9,Medium,3208.38
Assam,Tropical Wet,Afforestation,203.18,1,2700,34.2,Medium,1418.5
Uttar Pradesh,Humid Subtropical,Afforestation,251.58,1,1000,6.1,Medium,608.78
Manipur,Subtropical,Afforestation,154.7,5,1500,74.3,Medium,815.26
Bihar,Humid Subtropical,Regenerative Agriculture,31.21,6,1100,7.7,Medium,40.31
Chhattisgarh,Humid Subtropical,Afforestation,44.35,1,1400,41.1,Medium,126.24
Tripura,Tropical Wet,Reforestation,218.67,2,2200,73.7,Medium,2091.55
Rajasthan,Arid,Reforestation,20.0,10,500,4.8,Very Low,30.9
Uttarakhand,Subtropical,Afforestation,431.18,8,1800,45.4,High,4054.74
Manipur,Subtropical,Regenerative Agriculture,17.0,3,1500,74.3,Medium,25.34
Manipur,Subtropical,Afforestation,294.83,4,1500,74.3,Medium,1386.03
Manipur,Subtropical,Regenerative Agriculture,28.15,2,1500,74.3,Medium,37.03
Maharashtra,Tropical Dry,Reforestation,157.03,9,1100,16.5,Medium,846.21
Uttarakhand,Subtropical,Afforestation,369.07,5,1800,45.4,High,2630.82
Uttarakhand,Subtropical,Regenerative Agriculture,111.91,6,1800,45.4,High,284.44
Uttarakhand,Subtropical,Afforestation,132.82,10,1800,45.4,High,1337.33
Assam,Tropical Wet,Reforestation,154.73,5,2700,34.2,Medium,2240.21
Bihar,Humid Subtropical,Reforestation,341.74,3,1100,7.7,Medium,1227.7
Arunachal Pradesh,Subtropical,Reforestation,22.21,9,2800,79.3,High,437.16
Jharkhand,Humid Subtropical,Afforestation,242.82,3,1300,29.6,Medium,802.42
Sikkim,Subtropical,Afforestation,190.77,1,2700,47.3,High,1243.15
Meghalaya,Tropical Wet,Afforestation,217.39,10,2800,76.3,High,3770.15
Rajasthan,Arid,Reforestation,373.92,5,500,4.8,Very Low,389.48
Nagaland,Tropical Wet,Regenerative Agriculture,82.82,9,2000,73.9,High,359.09
Uttar Pradesh,Humid Subtropical,Reforestation,351.49,6,1000,6.1,Medium,1636.14
Karnataka,Tropical Dry,Afforestation,260.03,2,1300,20.1,Medium,684.68
Tamil Nadu,Tropical Dry,Reforestation,331.72,6,1000,17.4,Medium,1319.51
Mizoram,Tropical Wet,Regenerative Agriculture,48.95,5,2500,84.5,High,194.29
Uttarakhand,Subtropical,Reforestation,398.02,5,1800,45.4,High,3948.93
Tripura,Tropical Wet,Afforestation,288.27,2,2200,73.7,Medium,1869.79
Jharkhand,Humid Subtropical,Reforestation,43.28,4,1300,29.6,Medium,198.57
Telangana,Tropical Dry,Reforestation,366.98,3,950,24.0,Low,895.16
Jharkhand,Humid Subtropical,Afforestation,258.02,9,1300,29.6,Medium,1399.57
Andhra Pradesh,Tropical Dry,Afforestation,383.4,9,900,23.0,Low,1147.58
Madhya Pradesh,Humid Subtropical,Afforestation,439.75,5,1200,25.1,Medium,1634.45
West Bengal,Humid Subtropical,Regenerative Agriculture,68.37,3,1750,18.9,Medium,111.85
Mizoram,Tropical Wet,Reforestation,60.78,2,2500,84.5,High,735.5
Himachal Pradesh,Subtropical,Regenerative Agriculture,155.33,8,1600,27.1,Medium,359.24
Jharkhand,Humid Subtropical,Reforestation,363.82,6,1300,29.6,Medium,2134.0
Uttar Pradesh,Humid Subtropical,Reforestation,246.23,7,1000,6.1,Medium,1170.73
Odisha,Humid Subtropical,Regenerative Agriculture,49.89,10,1500,33.2,Medium,116.61
Jharkhand,Humid Subtropical,Reforestation,168.4,5,1300,29.6,Medium,895.69
Maharashtra,Tropical Dry,Regenerative Agriculture,9.57,1,1100,16.5,Medium,6.77
Rajasthan,Arid,Reforestation,90.69,7,500,4.8,Very Low,111.39
Chhattisgarh,Humid Subtropical,Reforestation,182.47,4,1400,41.1,Medium,1051.29
Meghalaya,Tropical Wet,Afforestation,170.07,8,2800,76.3,High,2568.62
Jharkhand,Humid Subtropical,Reforestation,182.79,5,1300,29.6,Medium,967.15
Tripura,Tropical Wet,Afforestation,91.1,8,2200,73.7,Medium,955.77
Telangana,Tropical Dry,Afforestation,212.04,1,950,24.0,Low,319.51
Meghalaya,Tropical Wet,Reforestation,199.65,7,2800,76.3,High,4179.12
Bihar,Humid Subtropical,Reforestation,318.37,2,1100,7.7,Medium,1054.23
Nagaland,Tropical Wet,Reforestation,340.37,1,2000,73.9,High,2993.77
Haryana,Humid Subtropical,Afforestation,291.6,6,600,3.6,Low,784.37
Tripura,Tropical Wet,Regenerative Agriculture,147.66,9,2200,73.7,Medium,623.9
West Bengal,Humid Subtropical,Reforestation,299.92,3,1750,18.9,Medium,1682.27
Telangana,Tropical Dry,Reforestation,233.06,8,950,24.0,Low,855.98
West Bengal,Humid Subtropical,Afforestation,357.1,9,1750,18.9,Medium,2693.47
Meghalaya,Tropical Wet,Reforestation,86.27,5,2800,76.3,High,1518.8
Nagaland,Tropical Wet,Afforestation,294.36,5,2000,73.9,High,2673.37
Rajasthan,Arid,Afforestation,48.21,1,500,4.8,Very Low,29.65
Telangana,Tropical Dry,Regenerative Agriculture,56.27,1,950,24.0,Low,29.48
Uttarakhand,Subtropical,Reforestation,343.15,6,1800,45.4,High,3910.16
Bihar,Humid Subtropical,Regenerative Agriculture,12.39,4,1100,7.7,Medium,13.14
Rajasthan,Arid,Afforestation,459.6,10,500,4.8,Very Low,576.49
Tamil Nadu,Tropical Dry,Afforestation,234.73,10,1000,17.4,Medium,917.93
Rajasthan,Arid,Afforestation,338.98,6,500,4.8,Very Low,330.71
Mizoram,Tropical Wet,Regenerative Agriculture,41.31,1,2500,84.5,High,106.41
Kerala,Tropical Wet,Reforestation,341.76,9,3000,52.3,High,7635.94
Uttarakhand,Subtropical,Reforestation,120.5,1,1800,45.4,High,811.09
Kerala,Tropical Wet,Regenerative Agriculture,69.24,1,3000,52.3,High,185.89
Uttarakhand,Subtropical,Regenerative Agriculture,59.18,8,1800,45.4,High,183.6
Rajasthan,Arid,Reforestation,369.15,6,500,4.8,Very Low,415.66
Jharkhand,Humid Subtropical,Regenerative Agriculture,65.78,2,1300,29.6,Medium,65.61
Arunachal Pradesh,Subtropical,Reforestation,387.07,2,2800,79.3,High,4187.17
Karnataka,Tropical Dry,Afforestation,422.72,1,1300,20.1,Medium,994.74
Himachal Pradesh,Subtropical,Reforestation,251.2,10,1600,27.1,Medium,2527.03
Odisha,Humid Subtropical,Reforestation,76.19,9,1500,33.2,Medium,684.62
Gujarat,Arid,Reforestation,225.87,7,800,7.6,Low,325.46
Rajasthan,Arid,Regenerative Agriculture,209.77,2,500,4.8,Very Low,41.69
Madhya Pradesh,Humid Subtropical,Regenerative Agriculture,125.26,7,1200,25.1,Medium,195.33
Meghalaya,Tropical Wet,Reforestation,106.43,9,2800,76.3,High,2351.53
Uttar Pradesh,Humid Subtropical,Afforestation,86.41,8,1000,6.1,Medium,395.16
Sikkim,Subtropical,Regenerative Agriculture,53.13,6,2700,47.3,High,199.09
Haryana,Humid Subtropical,Regenerative Agriculture,235.34,9,600,3.6,Low,241.11
Odisha,Humid Subtropical,Regenerative Agriculture,189.57,1,1500,33.2,Medium,195.28
Himachal Pradesh,Subtropical,Reforestation,370.68,2,1600,27.1,Medium,1990.34
Manipur,Subtropical,Reforestation,251.74,8,1500,74.3,Medium,2321.8
Andhra Pradesh,Tropical Dry,Reforestation,197.74,6,900,23.0,Low,600.49
Uttar Pradesh,Humid Subtropical,Regenerative Agriculture,15.51,4,1000,6.1,Medium,15.45
Telangana,Tropical Dry,Afforestation,218.76,4,950,24.0,Low,442.18
Karnataka,Tropical Dry,Regenerative Agriculture,96.53,2,1300,20.1,Medium,93.72
Punjab,Humid Subtropical,Regenerative Agriculture,121.68,10,700,3.6,Medium,150.4
Chhattisgarh,Humid Subtropical,Reforestation,65.01,8,1400,41.1,Medium,533.73
Manipur,Subtropical,Afforestation,340.78,8,1500,74.3,Medium,2193.61
Mizoram,Tropical Wet,Regenerative Agriculture,195.11,10,2500,84.5,High,1098.15
Mizoram,Tropical Wet,Regenerative Agriculture,174.76,7,2500,84.5,High,815.48
Punjab,Humid Subtropical,Afforestation,495.63,1,700,3.6,Medium,939.32
Goa,Tropical Wet,Reforestation,307.97,1,2900,60.0,High,3478.27
Assam,Tropical Wet,Afforestation,354.77,5,2700,34.2,Medium,3733.91
Punjab,Humid Subtropical,Afforestation,47.54,7,700,3.6,Medium,142.64
Punjab,Humid Subtropical,Afforestation,138.31,5,700,3.6,Medium,382.04
Tamil Nadu,Tropical Dry,Regenerative Agriculture,15.58,6,1000,17.4,Medium,16.1
Uttarakhand,Subtropical,Regenerative Agriculture,51.31,9,1800,45.4,High,174.9
Kerala,Tropical Wet,Regenerative Agriculture,134.43,2,3000,52.3,High,398.81
Uttar Pradesh,Humid Subtropical,Regenerative Agriculture,50.03,9,1000,6.1,Medium,73.25
West Bengal,Humid Subtropical,Regenerative Agriculture,99.64,1,1750,18.9,Medium,129.89
Punjab,Humid Subtropical,Regenerative Agriculture,229.36,8,700,3.6,Medium,251.2
Rajasthan,Arid,Regenerative Agriculture,184.86,8,500,4.8,Very Low,63.42
Manipur,Subtropical,Afforestation,467.07,1,1500,74.3,Medium,1547.11
Maharashtra,Tropical Dry,Reforestation,146.7,6,1100,16.5,Medium,638.22
Odisha,Humid Subtropical,Reforestation,257.34,3,1500,33.2,Medium,1378.04
Madhya Pradesh,Humid Subtropical,Reforestation,352.31,10,1200,25.1,Medium,2418.82
Odisha,Humid Subtropical,Reforestation,110.33,10,1500,33.2,Medium,1071.2
Mizoram,Tropical Wet,Regenerative Agriculture,203.92,7,2500,84.5,High,950.13
Andhra Pradesh,Tropical Dry,Regenerative Agriculture,189.33,4,900,23.0,Low,134.41
Haryana,Humid Subtropical,Afforestation,209.98,4,600,3.6,Low,461.72
Assam,Tropical Wet,Afforestation,280.64,8,2700,34.2,Medium,3664.35
Kerala,Tropical Wet,Reforestation,153.17,3,3000,52.3,High,2205.0
Himachal Pradesh,Subtropical,Reforestation,365.81,5,1600,27.1,Medium,2615.51
Tamil Nadu,Tropical Dry,Reforestation,331.94,7,1000,17.4,Medium,1450.12
Nagaland,Tropical Wet,Regenerative Agriculture,130.53,7,2000,73.9,High,492.4
Tamil Nadu,Tropical Dry,Afforestation,50.31,1,1000,17.4,Medium,90.96
Odisha,Humid Subtropical,Afforestation,371.18,5,1500,33.2,Medium,1682.14
Uttarakhand,Subtropical,Regenerative Agriculture,196.67,1,1800,45.4,High,330.06
Karnataka,Tropical Dry,Regenerative Agriculture,42.98,4,1300,20.1,Medium,49.12
Kerala,Tropical Wet,Regenerative Agriculture,117.23,1,3000,52.3,High,302.39
Karnataka,Tropical Dry,Reforestation,72.68,3,1300,20.1,Medium,280.52
Maharashtra,Tropical Dry,Regenerative Agriculture,107.99,5,1100,16.5,Medium,112.82
Rajasthan,Arid,Regenerative Agriculture,295.23,1,500,4.8,Very Low,53.56
Mizoram,Tropical Wet,Afforestation,475.91,9,2500,84.5,High,7185.08
Maharashtra,Tropical Dry,Regenerative Agriculture,214.78,4,1100,16.5,Medium,199.07
Himachal Pradesh,Subtropical,Afforestation,196.02,4,1600,27.1,Medium,965.38
Kerala,Tropical Wet,Regenerative Agriculture,61.99,1,3000,52.3,High,156.93
West Bengal,Humid Subtropical,Regenerative Agriculture,45.58,2,1750,18.9,Medium,66.51
Tripura,Tropical Wet,Reforestation,345.43,9,2200,73.7,Medium,5745.03
Maharashtra,Tropical Dry,Reforestation,239.3,5,1100,16.5,Medium,983.96
Nagaland,Tropical Wet,Regenerative Agriculture,58.58,9,2000,73.9,High,258.59
Tripura,Tropical Wet,Reforestation,250.2,5,2200,73.7,Medium,3111.58
Himachal Pradesh,Subtropical,Regenerative Agriculture,126.04,1,1600,27.1,Medium,164.23
Madhya Pradesh,Humid Subtropical,Regenerative Agriculture,17.37,8,1200,25.1,Medium,28.53
Goa,Tropical Wet,Reforestation,134.08,4,2900,60.0,High,2060.4
Mizoram,Tropical Wet,Afforestation,253.19,9,2500,84.5,High,3724.28
Goa,Tropical Wet,Reforestation,269.15,8,2900,60.0,High,5931.07
Rajasthan,Arid,Afforestation,221.96,8,500,4.8,Very Low,254.33
Nagaland,Tropical Wet,Reforestation,304.65,7,2000,73.9,High,4741.59
Mizoram,Tropical Wet,Reforestation,277.64,1,2500,84.5,High,3083.88
Uttar Pradesh,Humid Subtropical,Afforestation,463.12,4,1000,6.1,Medium,1420.59
Nagaland,Tropical Wet,Reforestation,354.39,6,2000,73.9,High,5085.58
Tripura,Tropical Wet,Reforestation,44.66,1,2200,73.7,Medium,371.47
Arunachal Pradesh,Subtropical,Reforestation,37.89,1,2800,79.3,High,361.35
Madhya Pradesh,Humid Subtropical,Afforestation,96.95,7,1200,25.1,Medium,421.17
Mizoram,Tropical Wet,Regenerative Agriculture,141.98,10,2500,84.5,High,782.6
Maharashtra,Tropical Dry,Regenerative Agriculture,170.39,9,1100,16.5,Medium,240.97
Punjab,Humid Subtropical,Afforestation,77.84,6,700,3.6,Medium,246.44
Assam,Tropical Wet,Regenerative Agriculture,297.11,5,2700,34.2,Medium,1055.84
Andhra Pradesh,Tropical Dry,Afforestation,104.33,9,900,23.0,Low,289.7
Sikkim,Subtropical,Afforestation,115.13,2,2700,47.3,High,845.89
Assam,Tropical Wet,Reforestation,322.83,8,2700,34.2,Medium,5773.45
Jharkhand,Humid Subtropical,Reforestation,35.08,5,1300,29.6,Medium,191.0
Nagaland,Tropical Wet,Regenerative Agriculture,113.58,9,2000,73.9,High,478.39
West Bengal,Humid Subtropical,Regenerative Agriculture,205.65,7,1750,18.9,Medium,443.31
Jharkhand,Humid Subtropical,Regenerative Agriculture,108.13,6,1300,29.6,Medium,159.08
Assam,Tropical Wet,Afforestation,441.69,2,2700,34.2,Medium,3433.2
Haryana,Humid Subtropical,Regenerative Agriculture,179.84,9,600,3.6,Low,180.02
Goa,Tropical Wet,Afforestation,409.65,2,2900,60.0,High,3498.88
Manipur,Subtropical,Regenerative Agriculture,24.02,9,1500,74.3,Medium,55.99
Arunachal Pradesh,Subtropical,Reforestation,70.72,9,2800,79.3,High,1410.39
Andhra Pradesh,Tropical Dry,Afforestation,284.36,1,900,23.0,Low,385.32
Mizoram,Tropical Wet,Reforestation,105.55,8,2500,84.5,High,2140.48
Uttar Pradesh,Humid Subtropical,Reforestation,49.53,8,1000,6.1,Medium,249.35
Nagaland,Tropical Wet,Afforestation,388.71,3,2000,73.9,High,2875.45
Andhra Pradesh,Tropical Dry,Regenerative Agriculture,203.1,9,900,23.0,Low,197.9
Goa,Tropical Wet,Regenerative Agriculture,285.44,4,2900,60.0,High,1096.37
Kerala,Tropical Wet,Reforestation,48.76,2,3000,52.3,High,616.01
Rajasthan,Arid,Regenerative Agriculture,292.41,6,500,4.8,Very Low,90.07
Andhra Pradesh,Tropical Dry,Reforestation,369.89,5,900,23.0,Low,1028.27
Maharashtra,Tropical Dry,Afforestation,452.83,10,1100,16.5,Medium,1940.38
Tripura,Tropical Wet,Afforestation,479.23,8,2200,73.7,Medium,5310.39
Bihar,Humid Subtropical,Regenerative Agriculture,109.02,10,1100,7.7,Medium,192.04
Rajasthan,Arid,Regenerative Agriculture,198.1,10,500,4.8,Very Low,77.74
Assam,Tropical Wet,Regenerative Agriculture,93.04,2,2700,34.2,Medium,253.97
Sikkim,Subtropical,Regenerative Agriculture,143.07,8,2700,47.3,High,660.25
Kerala,Tropical Wet,Reforestation,399.59,10,3000,52.3,High,9526.36
Nagaland,Tropical Wet,Regenerative Agriculture,209.27,1,2000,73.9,High,440.84
Telangana,Tropical Dry,Reforestation,55.13,9,950,24.0,Low,221.84
Jharkhand,Humid Subtropical,Afforestation,190.57,3,1300,29.6,Medium,613.78
West Bengal,Humid Subtropical,Afforestation,480.39,7,1750,18.9,Medium,2855.6
Tripura,Tropical Wet,Reforestation,162.91,6,2200,73.7,Medium,2257.26
Uttarakhand,Subtropical,Regenerative Agriculture,106.36,9,1800,45.4,High,358.44
West Bengal,Humid Subtropical,Afforestation,24.84,9,1750,18.9,Medium,183.08
Kerala,Tropical Wet,Regenerative Agriculture,80.59,3,3000,52.3,High,282.63
Rajasthan,Arid,Regenerative Agriculture,278.33,6,500,4.8,Very Low,85.56
Rajasthan,Arid,Regenerative Agriculture,34.62,9,500,4.8,Very Low,13.28
Rajasthan,Arid,Afforestation,15.96,5,500,4.8,Very Low,14.77
Rajasthan,Arid,Afforestation,92.78,9,500,4.8,Very Low,112.3
Chhattisgarh,Humid Subtropical,Reforestation,338.35,8,1400,41.1,Medium,2795.94
